id,stationName,latitude,longitude,neighbourhood,availableDocks,totalDocks,city,color,borough
297,E 15 St & 3 Ave,40.734232,-73.986923,Gramercy Park,19,27,NYC,#7E48A7,Manhattan
301,E 2 St & Avenue B,40.72217444,-73.98368779,Alphabet City,17,37,NYC,#FE3A3A,Manhattan
302,Avenue D & E 3 St,40.72082834,-73.97793172,Alphabet City,8,23,NYC,#FE3A3A,Manhattan
303,Mercer St & Spring St,40.72362738,-73.99949601,SoHo,13,31,NYC,#000846,Manhattan
304,Broadway & Battery Pl,40.70463334,-74.01361706,Battery Park City,33,33,NYC,#FFF9AF,Manhattan
305,E 58 St & 3 Ave,40.76095756,-73.96724467,Tudor City,32,33,NYC,#55E08F,Manhattan
306,Cliff St & Fulton St,40.70823502,-74.00530063,Southbridge Towers,10,17,NYC,#FCD22A,Manhattan
307,Canal St & Rutgers St,40.71427487,-73.98990025,Lower East Side,26,31,NYC,#003494,Manhattan
308,St James Pl & Oliver St,40.71307916,-73.99851193,Two Bridges,2,27,NYC,#E2F5FB,Manhattan
309,Murray St & West St,40.7149787,-74.013012,Tribeca,39,41,NYC,#E1A0A0,Manhattan
310,State St & Smith St,40.68926942,-73.98912867,Boerum Hill Historic District,17,36,NYC,#5878BA,Brooklyn
311,Norfolk St & Broome St,40.7172274,-73.98802084,Lower East Side,24,31,NYC,#003494,Manhattan
312,Allen St & Stanton St,40.722055,-73.989111,Lower East Side,23,31,NYC,#003494,Manhattan
313,Washington Ave & Park Ave,40.69610226,-73.96751037,Clinton Hill,20,23,NYC,#FFCC66,Brooklyn
314,Cadman Plaza West & Montague St,40.69383,-73.990539,Brooklyn Heights,7,39,NYC,#D5D3F4,Brooklyn
315,South St & Gouverneur Ln,40.70355377,-74.00670227,Southbridge Towers,16,29,NYC,#FCD22A,Manhattan
316,Fulton St & William St,40.70955958,-74.00653609,Southbridge Towers,26,43,NYC,#FCD22A,Manhattan
317,E 6 St & Avenue B,40.72453734,-73.98185424,Alphabet City,16,27,NYC,#FE3A3A,Manhattan
319,Fulton St & Broadway,40.711065999999995,-74.009447,Tribeca,33,33,NYC,#E1A0A0,Manhattan
320,Leonard St & Church St,40.717571,-74.005549,Tribeca,7,27,NYC,#E1A0A0,Manhattan
321,Cadman Plaza E & Red Cross Pl,40.69991755,-73.98971773,DUMBO,24,27,NYC,#6DE2E9,Brooklyn
322,Clinton St & Tillary St,40.696192,-73.991218,DUMBO,4,31,NYC,#6DE2E9,Brooklyn
323,Lawrence St & Willoughby St,40.69236178,-73.98631746,Downtown Brooklyn,25,39,NYC,#B2C908,Brooklyn
324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,Downtown Brooklyn,1,51,NYC,#B2C908,Brooklyn
325,E 19 St & 3 Ave,40.73624527,-73.98473765,Gramercy Park,23,35,NYC,#7E48A7,Manhattan
326,E 11 St & 1 Ave,40.72953837,-73.98426726,East Village,14,27,NYC,#1ABC9C,Manhattan
327,Vesey Pl & River Terrace,40.715337899999994,-74.01658354,Battery Park City,31,39,NYC,#FFF9AF,Manhattan
328,Watts St & Greenwich St,40.72405549,-74.00965965,Tribeca,7,23,NYC,#E1A0A0,Manhattan
330,Reade St & Broadway,40.71450451,-74.00562789,Tribeca,24,39,NYC,#E1A0A0,Manhattan
331,Pike St & Monroe St,40.71173107,-73.99193043,Lower East Side,23,27,NYC,#003494,Manhattan
332,Cherry St,40.71219906,-73.97948148,Lower East Side,12,24,NYC,#003494,Manhattan
334,W 20 St & 7 Ave,40.74238787,-73.99726235,Chelsea,16,31,NYC,#DAF2FD,Manhattan
335,Washington Pl & Broadway,40.72903917,-73.99404649,NoHo Historic District,17,27,NYC,#C8C8C8,Manhattan
336,Sullivan St & Washington Sq,40.73047747,-73.99906065,Greenwich Village,2,36,NYC,#EE1D24,Manhattan
337,Old Slip & Front St,40.703799200000006,-74.00838676,Southbridge Towers,36,37,NYC,#FCD22A,Manhattan
339,Avenue D & E 12 St,40.72580614,-73.97422494,Alphabet City,11,24,NYC,#FE3A3A,Manhattan
340,Madison St & Clinton St,40.71269042,-73.98776323,Lower East Side,24,27,NYC,#003494,Manhattan
341,Stanton St & Mangin St,40.71782143,-73.97628939,Lower East Side,17,19,NYC,#003494,Manhattan
342,Columbia St & Rivington St,40.71739973,-73.98016555,Alphabet City,16,29,NYC,#FE3A3A,Manhattan
343,Clinton Ave & Flushing Ave,40.69794,-73.96986848,Brooklyn Navy Yard,8,23,NYC,#DC3F1C,Brooklyn
344,Monroe St & Bedford Ave,40.6851443,-73.95380904,Bed-Stuy,18,23,NYC,#FFABAD,Brooklyn
345,W 13 St & 6 Ave,40.73649403,-73.99704374,Washington Square Village,27,35,NYC,#C7B39F,Manhattan
346,Bank St & Hudson St,40.73652889,-74.00618026,Greenwich Village,9,27,NYC,#EE1D24,Manhattan
347,Greenwich St & W Houston St,40.728846000000004,-74.00859100000001,Greenwich Village,32,35,NYC,#EE1D24,Manhattan
349,Rivington St & Ridge St,40.71850211,-73.98329859,Lower East Side,13,23,NYC,#003494,Manhattan
350,Clinton St & Grand St,40.71559509,-73.9870295,Lower East Side,17,28,NYC,#003494,Manhattan
351,Front St & Maiden Ln,40.70530954,-74.00612572,Southbridge Towers,38,39,NYC,#FCD22A,Manhattan
353,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,Fort Greene,7,27,NYC,#F8F4BC,Brooklyn
354,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,Clinton Hill,13,23,NYC,#FFCC66,Brooklyn
355,Bayard St & Baxter St,40.71602118,-73.99974372,Five Points,6,43,NYC,#990033,Manhattan
356,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,Lower East Side,0,23,NYC,#003494,Manhattan
357,E 11 St & Broadway,40.73261787,-73.99158043,Washington Square Village,24,27,NYC,#C7B39F,Manhattan
358,Christopher St & Greenwich St,40.73291553,-74.00711384,Greenwich Village,0,36,NYC,#EE1D24,Manhattan
359,E 47 St & Park Ave,40.75510267,-73.97498696,Diamond District,51,53,NYC,#80C9BF,Manhattan
360,William St & Pine St,40.70717936,-74.00887308,Southbridge Towers,38,39,NYC,#FCD22A,Manhattan
361,Allen St & Hester St,40.71605866,-73.99190759,Lower East Side,37,43,NYC,#003494,Manhattan
362,Broadway & W 37 St,40.75172632,-73.98753523,Koreatown,57,57,NYC,#F0EFE4,Manhattan
363,West Thames St,40.70834698,-74.01713445,Battery Park City,27,49,NYC,#FFF9AF,Manhattan
364,Lafayette Ave & Classon Ave,40.68900443,-73.96023854,Clinton Hill,18,27,NYC,#FFCC66,Brooklyn
365,Fulton St & Grand Ave,40.68223166,-73.9614583,Clinton Hill,15,31,NYC,#FFCC66,Brooklyn
366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,Clinton Hill,26,33,NYC,#FFCC66,Brooklyn
368,Carmine St & 6 Ave,40.73038599,-74.00214988,Greenwich Village,7,39,NYC,#EE1D24,Manhattan
369,Washington Pl & 6 Ave,40.73224119,-74.00026394,Washington Square Village,7,35,NYC,#C7B39F,Manhattan
372,Franklin Ave & Myrtle Ave,40.694546087246025,-73.95801365375519,Clinton Hill,2,27,NYC,#FFCC66,Brooklyn
373,Willoughby Ave & Walworth St,40.69331716,-73.95381995,Fort Greene,4,19,NYC,#F8F4BC,Brooklyn
376,John St & William St,40.70862144,-74.00722156,Southbridge Towers,24,43,NYC,#FCD22A,Manhattan
377,6 Ave & Canal St,40.72243797,-74.00566443,Greenwich Village,37,45,NYC,#EE1D24,Manhattan
379,W 31 St & 7 Ave,40.749156,-73.9916,Chelsea,8,42,NYC,#DAF2FD,Manhattan
380,W 4 St & 7 Ave S,40.73401143,-74.00293877,Greenwich Village,14,39,NYC,#EE1D24,Manhattan
382,University Pl & E 14 St,40.73492695,-73.99200509,Washington Square Village,22,36,NYC,#C7B39F,Manhattan
383,Greenwich Ave & Charles St,40.735238,-74.000271,Greenwich Village,14,39,NYC,#EE1D24,Manhattan
385,E 55 St & 2 Ave,40.75797322,-73.96603308,Tudor City,0,0,NYC,#55E08F,Manhattan
386,Centre St & Worth St,40.71494807,-74.00234482,Southbridge Towers,22,43,NYC,#FCD22A,Manhattan
387,Centre St & Chambers St,40.71273266,-74.0046073,Southbridge Towers,37,39,NYC,#FCD22A,Manhattan
388,W 26 St & 10 Ave,40.749717753,-74.002950346,Chelsea,35,35,NYC,#DAF2FD,Manhattan
389,Broadway & Berry St,40.71044554,-73.96525063,Williamsburg,18,27,NYC,#ED7710,Brooklyn
390,Duffield St & Willoughby St,40.69221589,-73.9842844,Downtown Brooklyn,2,31,NYC,#B2C908,Brooklyn
391,Clark St & Henry St,40.69760127,-73.99344559,Brooklyn Heights,12,31,NYC,#D5D3F4,Brooklyn
392,Jay St & Tech Pl,40.695065,-73.987167,Downtown Brooklyn,11,35,NYC,#B2C908,Brooklyn
393,E 5 St & Avenue C,40.72299208,-73.97995466,Alphabet City,16,31,NYC,#FE3A3A,Manhattan
394,E 9 St & Avenue C,40.72521311,-73.97768752,Alphabet City,18,32,NYC,#FE3A3A,Manhattan
396,Lefferts Pl & Franklin Ave,40.680342423,-73.9557689392,Prospect Heights,7,25,NYC,#00468A,Brooklyn
397,Fulton St & Clermont Ave,40.68415748,-73.96922273,Fort Greene,26,27,NYC,#F8F4BC,Brooklyn
398,Atlantic Ave & Furman St,40.69165183,-73.99997859999999,Columbia Street Waterfront District,13,31,NYC,#FF9966,Brooklyn
399,Lafayette Ave & St James Pl,40.68851534,-73.9647628,Clinton Hill,16,27,NYC,#FFCC66,Brooklyn
400,Pitt St & Stanton St,40.71926081,-73.98178024,Lower East Side,15,15,NYC,#003494,Manhattan
401,Allen St & Rivington St,40.72019576,-73.98997825000002,Lower East Side,39,42,NYC,#003494,Manhattan
402,Broadway & E 22 St,40.740343200000005,-73.98955109,Flatiron Building,14,39,NYC,#8DB71B,Manhattan
403,E 2 St & 2 Ave,40.72502876,-73.99069656,Bowery,0,31,NYC,#A39D63,Manhattan
405,Washington St & Gansevoort St,40.739323,-74.008119,Greenwich Village,20,40,NYC,#EE1D24,Manhattan
406,Hicks St & Montague St,40.69512845,-73.99595065,Brooklyn Heights,32,34,NYC,#D5D3F4,Brooklyn
407,Henry St & Poplar St,40.700469,-73.991454,DUMBO,14,37,NYC,#6DE2E9,Brooklyn
408,Market St & Cherry St,40.71076228,-73.99400398,Two Bridges,14,23,NYC,#E2F5FB,Manhattan
409,DeKalb Ave & Skillman St,40.6906495,-73.95643107,Clinton Hill,18,19,NYC,#FFCC66,Brooklyn
410,Suffolk St & Stanton St,40.72066442,-73.98517977,Lower East Side,20,35,NYC,#003494,Manhattan
411,E 6 St & Avenue D,40.72228087,-73.97668709,Alphabet City,19,23,NYC,#FE3A3A,Manhattan
412,Forsyth St & Canal St,40.715815500000005,-73.99422366,Chinatown,15,29,NYC,#88A764,Manhattan
414,Pearl St & Anchorage Pl,40.70281858,-73.98765762,Vinegar Hill,1,24,NYC,#FE374A,Brooklyn
415,Pearl St & Hanover Square,40.7047177,-74.00926027,Southbridge Towers,37,42,NYC,#FCD22A,Manhattan
416,Cumberland St & Lafayette Ave,40.68753406,-73.97265183,Fort Greene,14,31,NYC,#F8F4BC,Brooklyn
417,Barclay St & Church St,40.71291224,-74.01020234,Tribeca,14,23,NYC,#E1A0A0,Manhattan
418,Front St & Gold St,40.70224,-73.982578,DUMBO,3,23,NYC,#6DE2E9,Brooklyn
419,Carlton Ave & Park Ave,40.69580705,-73.97355569,Fort Greene,16,23,NYC,#F8F4BC,Brooklyn
420,Clermont Ave & Lafayette Ave,40.68764484,-73.96968902,Fort Greene,8,23,NYC,#F8F4BC,Brooklyn
421,Clermont Ave & Park Ave,40.69573398,-73.97129668,Fort Greene,16,19,NYC,#F8F4BC,Brooklyn
422,W 59 St & 10 Ave,40.770513,-73.988038,Hell's Kitchen,54,55,NYC,#AD78C0,Manhattan
423,W 54 St & 9 Ave,40.76584941,-73.98690506,Hell's Kitchen,25,27,NYC,#AD78C0,Manhattan
426,West St & Chambers St,40.71754834,-74.01322069,Tribeca,20,29,NYC,#E1A0A0,Manhattan
427,Bus Slip & State St,40.701907,-74.013942,Battery Park City,31,47,NYC,#FFF9AF,Manhattan
432,E 7 St & Avenue A,40.72621788,-73.98379855,Alphabet City,12,31,NYC,#FE3A3A,Manhattan
433,E 13 St & Avenue A,40.72955361,-73.98057249,Alphabet City,24,39,NYC,#FE3A3A,Manhattan
435,W 21 St & 6 Ave,40.74173969,-73.99415556,Chelsea,30,47,NYC,#DAF2FD,Manhattan
436,Hancock St & Bedford Ave,40.68216564,-73.95399026,Clinton Hill,11,27,NYC,#FFCC66,Brooklyn
437,Macon St & Nostrand Ave,40.6809833854,-73.9500479759,Bed - Stuy,7,24,NYC,#956642,Brooklyn
438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,East Village,14,41,NYC,#1ABC9C,Manhattan
439,E 4 St & 2 Ave,40.726280700000004,-73.98978041,NoHo Historic District,9,39,NYC,#C8C8C8,Manhattan
440,E 45 St & 3 Ave,40.75255434,-73.97282625,Tudor City,29,32,NYC,#55E08F,Manhattan
441,E 52 St & 2 Ave,40.756014,-73.967416,Diamond District,35,35,NYC,#80C9BF,Manhattan
442,W 27 St & 7 Ave,40.746646999999996,-73.993915,Flatiron Building,37,51,NYC,#8DB71B,Manhattan
443,Bedford Ave & S 9 St,40.70853074,-73.96408963,Williamsburg,9,23,NYC,#ED7710,Brooklyn
445,E 10 St & Avenue A,40.72740794,-73.98142006,Alphabet City,32,52,NYC,#FE3A3A,Manhattan
446,W 24 St & 7 Ave,40.74487634,-73.99529885,Chelsea,14,39,NYC,#DAF2FD,Manhattan
447,8 Ave & W 52 St,40.76370739,-73.9851615,Hell's Kitchen,22,23,NYC,#AD78C0,Manhattan
448,W 37 St & 10 Ave,40.75660359,-73.9979009,Hell's Kitchen,24,31,NYC,#AD78C0,Manhattan
449,W 52 St & 9 Ave,40.76461837,-73.98789473,Hell's Kitchen,0,5,NYC,#AD78C0,Manhattan
450,W 49 St & 8 Ave,40.76227205,-73.98788205,Hell's Kitchen,53,59,NYC,#AD78C0,Manhattan
453,W 22 St & 8 Ave,40.74475148,-73.99915362,Chelsea,0,39,NYC,#DAF2FD,Manhattan
454,E 51 St & 1 Ave,40.75455731,-73.96592976,Diamond District,35,35,NYC,#80C9BF,Manhattan
455,1 Ave & E 44 St,40.75001986,-73.96905301,Tudor City,36,39,NYC,#55E08F,Manhattan
456,E 53 St & Madison Ave,40.75971079999999,-73.97402311,Diamond District,30,35,NYC,#80C9BF,Manhattan
457,Broadway & W 58 St,40.76695317,-73.98169333,Diamond District,39,39,NYC,#80C9BF,Manhattan
458,11 Ave & W 27 St,40.751396,-74.00522600000001,Chelsea,26,31,NYC,#DAF2FD,Manhattan
459,W 20 St & 11 Ave,40.746745000000004,-74.007756,Chelsea,4,49,NYC,#DAF2FD,Manhattan
460,S 4 St & Wythe Ave,40.71285887,-73.96590294,Williamsburg,14,23,NYC,#ED7710,Brooklyn
461,E 20 St & 2 Ave,40.73587678,-73.98205027,Gramercy Park,39,39,NYC,#7E48A7,Manhattan
462,W 22 St & 10 Ave,40.74691959,-74.00451887,Chelsea,41,47,NYC,#DAF2FD,Manhattan
465,Broadway & W 41 St,40.75513557,-73.98658032,Diamond District,30,39,NYC,#80C9BF,Manhattan
466,W 25 St & 6 Ave,40.74395411,-73.99144871,Midtown South Central,35,35,NYC,#FFA800,Manhattan
467,Dean St & 4 Ave,40.68312489,-73.97895137,Park Slope,4,34,NYC,#FAF6E0,Brooklyn
468,Broadway & W 56 St,40.7652654,-73.98192338,Diamond District,49,49,NYC,#80C9BF,Manhattan
469,Broadway & W 53 St,40.76344058,-73.98268129,Diamond District,57,57,NYC,#80C9BF,Manhattan
470,W 20 St & 8 Ave,40.74345335,-74.00004031,Chelsea,0,13,NYC,#DAF2FD,Manhattan
471,Grand St & Havemeyer St,40.71286844,-73.95698119,Williamsburg,10,31,NYC,#ED7710,Brooklyn
472,E 32 St & Park Ave,40.745712100000006,-73.98194829,Murray Hill,38,41,NYC,#3498DB,Manhattan
473,Rivington St & Chrystie St,40.72110063,-73.99192540000001,Lower East Side,16,38,NYC,#003494,Manhattan
474,5 Ave & E 29 St,40.7451677,-73.98683077,Nomad,46,47,NYC,#DB9B63,Manhattan
476,E 31 St & 3 Ave,40.74394314,-73.97966069,Kips Bay,45,47,NYC,#FD6D8D,Manhattan
477,W 41 St & 8 Ave,40.75640548,-73.9900262,Diamond District,12,59,NYC,#80C9BF,Manhattan
478,11 Ave & W 41 St,40.76030096,-73.99884222,Hell's Kitchen,18,31,NYC,#AD78C0,Manhattan
479,9 Ave & W 45 St,40.76019252,-73.9912551,Hell's Kitchen,29,31,NYC,#AD78C0,Manhattan
480,W 53 St & 10 Ave,40.76669671,-73.99061728,Hell's Kitchen,24,27,NYC,#AD78C0,Manhattan
481,S 3 St & Bedford Ave,40.71260486,-73.96264403,Williamsburg,22,25,NYC,#ED7710,Brooklyn
482,W 15 St & 7 Ave,40.73935542,-73.99931783,Chelsea,1,39,NYC,#DAF2FD,Manhattan
483,E 12 St & 3 Ave,40.73223272,-73.98889957,East Village,23,35,NYC,#1ABC9C,Manhattan
485,W 37 St & 5 Ave,40.75038009,-73.98338988,Koreatown,39,39,NYC,#F0EFE4,Manhattan
486,Broadway & W 29 St,40.7462009,-73.98855723,Nomad,37,39,NYC,#DB9B63,Manhattan
487,E 20 St & FDR Drive,40.73314259,-73.97573881,Peter Cooper Village,12,36,NYC,#FFF054,Manhattan
490,8 Ave & W 33 St,40.751551,-73.993934,Chelsea,10,59,NYC,#DAF2FD,Manhattan
491,E 24 St & Park Ave S,40.74096374,-73.98602213,Flatiron Building,53,53,NYC,#8DB71B,Manhattan
492,W 33 St & 7 Ave,40.75019995,-73.99093085,Koreatown,57,61,NYC,#F0EFE4,Manhattan
494,W 26 St & 8 Ave,40.74734825,-73.99723551,Chelsea,4,35,NYC,#DAF2FD,Manhattan
495,W 47 St & 10 Ave,40.76269882,-73.99301222,Hell's Kitchen,12,25,NYC,#AD78C0,Manhattan
496,E 16 St & 5 Ave,40.73726186,-73.99238967,Flatiron Building,27,47,NYC,#8DB71B,Manhattan
497,E 17 St & Broadway,40.73704984,-73.99009296,Flatiron Building,24,59,NYC,#8DB71B,Manhattan
498,Broadway & W 32 St,40.74854862,-73.98808416,Koreatown,20,30,NYC,#F0EFE4,Manhattan
499,Broadway & W 60 St,40.76915505,-73.98191841,Upper West Side,34,36,NYC,#FFBF00,Manhattan
500,Broadway & W 51 St,40.76228826,-73.98336183,Diamond District,50,52,NYC,#80C9BF,Manhattan
501,FDR Drive & E 35 St,40.744219,-73.97121214,Tudor City,37,43,NYC,#55E08F,Manhattan
502,Henry St & Grand St,40.714215,-73.981346,Lower East Side,7,30,NYC,#003494,Manhattan
503,E 20 St & Park Ave,40.73827428,-73.98751968,Flatiron District,28,29,NYC,#8FCEC8,Manhattan
504,1 Ave & E 16 St,40.73221853,-73.98165557,Stuyvesant Town,26,45,NYC,#547033,Manhattan
505,6 Ave & W 33 St,40.74901271,-73.98848395,Koreatown,26,36,NYC,#F0EFE4,Manhattan
507,E 25 St & 2 Ave,40.73912601,-73.97973776,Kips Bay,37,45,NYC,#FD6D8D,Manhattan
508,W 46 St & 11 Ave,40.76341379,-73.99667444,Hell's Kitchen,21,24,NYC,#AD78C0,Manhattan
509,9 Ave & W 22 St,40.7454973,-74.00197139,Chelsea,0,36,NYC,#DAF2FD,Manhattan
513,W 56 St & 10 Ave,40.768254,-73.988639,Hell's Kitchen,23,27,NYC,#AD78C0,Manhattan
514,12 Ave & W 40 St,40.76087502,-74.00277668,Midtown West,21,52,NYC,#FF4500,Manhattan
515,W 43 St & 10 Ave,40.76009437,-73.99461843,Hell's Kitchen,27,35,NYC,#AD78C0,Manhattan
516,E 47 St & 1 Ave,40.75206862,-73.96784384,Tudor City,30,31,NYC,#55E08F,Manhattan
517,Pershing Square South,40.751581,-73.97791,Murray Hill,59,59,NYC,#3498DB,Manhattan
518,E 39 St & 2 Ave,40.74780373,-73.97344190000001,Tudor City,38,39,NYC,#55E08F,Manhattan
519,Pershing Square North,40.751872999999996,-73.97770600000001,Murray Hill,56,61,NYC,#3498DB,Manhattan
520,W 52 St & 5 Ave,40.75992262,-73.97648516,Hell's Kitchen,12,12,NYC,#AD78C0,Manhattan
522,E 51 St & Lexington Ave,40.75714758,-73.97207836,Diamond District,21,23,NYC,#80C9BF,Manhattan
523,W 38 St & 8 Ave,40.75466591,-73.99138152,Koreatown,51,51,NYC,#F0EFE4,Manhattan
524,W 43 St & 6 Ave,40.75527307,-73.98316936,Diamond District,57,57,NYC,#80C9BF,Manhattan
525,W 34 St & 11 Ave,40.75594159,-74.0021163,Chelsea,34,39,NYC,#DAF2FD,Manhattan
526,E 33 St & 5 Ave,40.74765947,-73.98490707,Midtown South Central,38,39,NYC,#FFA800,Manhattan
527,E 33 St & 2 Ave,40.744023,-73.976056,Kips Bay,57,59,NYC,#FD6D8D,Manhattan
528,2 Ave & E 31 St,40.74290902,-73.97706058,Kips Bay,37,39,NYC,#FD6D8D,Manhattan
529,W 42 St & 8 Ave,40.75756989999999,-73.99098507,Hell's Kitchen,0,41,NYC,#AD78C0,Manhattan
530,11 Ave & W 59 St,40.771522,-73.99054100000001,Hell's Kitchen,16,24,NYC,#AD78C0,Manhattan
531,Forsyth St & Broome St,40.71893904,-73.99266288,Bowery,14,39,NYC,#A39D63,Manhattan
532,S 5 Pl & S 5 St,40.710451,-73.960876,Williamsburg,26,43,NYC,#ED7710,Brooklyn
533,Broadway & W 38 St,40.75299641,-73.98721619,Koreatown,45,46,NYC,#F0EFE4,Manhattan
534,Water - Whitehall Plaza,40.70255065,-74.0127234,Battery Park City,31,31,NYC,#FFF9AF,Manhattan
536,1 Ave & E 30 St,40.74144387,-73.97536082,Kips Bay,27,29,NYC,#FD6D8D,Manhattan
537,Lexington Ave & E 24 St,40.74025878,-73.98409214,Kips Bay,36,39,NYC,#FD6D8D,Manhattan
539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,Greenpoint,7,31,NYC,#097575,Brooklyn
540,Lexington Ave & E 29 St,40.74311555376486,-73.98215353488922,Rose Hill,28,30,NYC,#004275,Manhattan
545,E 23 St & 1 Ave,40.736502,-73.97809472,Kips Bay,22,27,NYC,#FD6D8D,Manhattan
546,E 30 St & Park Ave S,40.74444921,-73.98303529,Rose Hill,38,38,NYC,#004275,Manhattan
2000,Front St & Washington St,40.70255088,-73.98940236,DUMBO,22,30,NYC,#6DE2E9,Brooklyn
2001,Sands St & Navy St,40.699773,-73.979927,Vinegar Hill,6,15,NYC,#FE374A,Brooklyn
2002,Wythe Ave & Metropolitan Ave,40.716887,-73.96319799999999,Greenpoint,7,27,NYC,#097575,Brooklyn
2003,1 Ave & E 18 St,40.73381219196632,-73.9805442094803,Stuyvesant Town,28,39,NYC,#547033,Manhattan
2005,Railroad Ave & Kay Ave,40.70531194,-73.97100056,Brooklyn Navy Yard,5,12,NYC,#DC3F1C,Brooklyn
2006,Central Park S & 6 Ave,40.76590936,-73.97634151,Central Park,47,49,NYC,#A6D878,Manhattan
2008,Little West St & 1 Pl,40.70569254,-74.01677685,Battery Park City,15,24,NYC,#FFF9AF,Manhattan
2009,Catherine St & Monroe St,40.71117444,-73.99682619,Five Points,20,35,NYC,#990033,Manhattan
2010,Grand St & Greene St,40.72165481,-74.00234737,SoHo,9,39,NYC,#000846,Manhattan
2012,E 27 St & 1 Ave,40.739445,-73.97680600000001,Kips Bay,33,36,NYC,#FD6D8D,Manhattan
2021,W 45 St & 8 Ave,40.75929124,-73.98859651,Hell's Kitchen,42,43,NYC,#AD78C0,Manhattan
2022,E 60 St & York Ave,40.759107,-73.959223,Upper East Side,29,33,NYC,#3FCAE6,Manhattan
2023,E 55 St & Lexington Ave,40.75968085,-73.97031366,Diamond District,1,32,NYC,#80C9BF,Manhattan
3002,South End Ave & Liberty St,40.711512,-74.01575600000001,Battery Park City,24,25,NYC,#FFF9AF,Manhattan
3016,Kent Ave & N 7 St,40.72036775298455,-73.96165072917937,Williamsburg,2,47,NYC,#ED7710,Brooklyn
3041,Kingston Ave & Herkimer St,40.67890679,-73.94142771,Bed - Stuy,23,24,NYC,#956642,Brooklyn
3042,Fulton St & Utica Ave,40.6794268,-73.92989109999999,Bed - Stuy,18,19,NYC,#956642,Brooklyn
3043,Lewis Ave & Decatur St,40.6814598,-73.934903,Bed - Stuy,18,19,NYC,#956642,Brooklyn
3044,Albany Ave & Fulton St,40.6800105,-73.938475,Bed - Stuy,26,27,NYC,#956642,Brooklyn
3046,Marcus Garvey Blvd & Macon St,40.682601,-73.938037,Bed - Stuy,2,19,NYC,#956642,Brooklyn
3047,Halsey St & Tompkins Ave,40.682368700000005,-73.944118,Bed - Stuy,10,21,NYC,#956642,Brooklyn
3048,Putnam Ave & Nostrand Ave,40.684020000000004,-73.94977,Bed-Stuy,14,19,NYC,#FFABAD,Brooklyn
3049,Cambridge Pl & Gates Ave,40.68488,-73.96304,Clinton Hill,15,18,NYC,#FFCC66,Brooklyn
3050,Putnam Ave & Throop Ave,40.6851532,-73.94111,Bed - Stuy,19,21,NYC,#956642,Brooklyn
3052,Lewis Ave & Madison St,40.686312,-73.935775,Bed-Stuy,21,23,NYC,#FFABAD,Brooklyn
3053,Marcy Ave & Lafayette Ave,40.6900815,-73.94791500000001,Bed-Stuy,9,23,NYC,#FFABAD,Brooklyn
3054,Greene Ave & Throop Ave,40.6894932,-73.942061,Bed-Stuy,14,19,NYC,#FFABAD,Brooklyn
3055,Greene Ave & Nostrand Ave,40.68833370000001,-73.950916,Bed-Stuy,18,23,NYC,#FFABAD,Brooklyn
3056,Kosciuszko St & Nostrand Ave,40.69072549,-73.95133465,Bed-Stuy,0,23,NYC,#FFABAD,Brooklyn
3057,Kosciuszko St & Tompkins Ave,40.69128258,-73.9452416,Bed - Stuy,16,18,NYC,#956642,Brooklyn
3058,Lewis Ave & Kosciuszko St,40.69237074,-73.93705428,Bed-Stuy,23,24,NYC,#FFABAD,Brooklyn
3059,Pulaski St & Marcus Garvey Blvd,40.693398200000004,-73.939877,Bed - Stuy,18,19,NYC,#956642,Brooklyn
3060,Willoughby Ave & Tompkins Ave,40.69425403,-73.94626915,Bed-Stuy,7,19,NYC,#FFABAD,Brooklyn
3061,Throop Ave & Myrtle Ave,40.69622937,-73.94371094,Bed - Stuy,19,21,NYC,#956642,Brooklyn
3062,Myrtle Ave & Marcy Ave,40.69539817,-73.94954908,Clinton Hill,6,23,NYC,#FFCC66,Brooklyn
3063,Nostrand Ave & Myrtle Ave,40.69527008,-73.95238108,Bed-Stuy,1,20,NYC,#FFABAD,Brooklyn
3064,Myrtle Ave & Lewis Ave,40.69681963,-73.93756926,Bed-Stuy,19,23,NYC,#FFABAD,Brooklyn
3065,Union Ave & Wallabout St,40.70029511,-73.95032283,Williamsburg,4,27,NYC,#ED7710,Brooklyn
3066,Tompkins Ave & Hopkins St,40.69957608,-73.94708417,Williamsburg,6,19,NYC,#ED7710,Brooklyn
3067,Broadway & Whipple St,40.7016657,-73.9437303,Williamsburg,0,27,NYC,#ED7710,Brooklyn
3068,Humboldt St & Varet St,40.7031724,-73.940636,Williamsburg,7,24,NYC,#ED7710,Brooklyn
3069,Lorimer St & Broadway,40.70411791,-73.94818595,Williamsburg,4,25,NYC,#ED7710,Brooklyn
3070,McKibbin St & Manhattan Ave,40.70510918,-73.94407279,Williamsburg,12,23,NYC,#ED7710,Brooklyn
3071,Boerum St & Broadway,40.70538077,-73.94976519,Williamsburg,2,19,NYC,#ED7710,Brooklyn
